Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,playerid
2005,Bobby Crosby,Athletics,84,371,9,66,38,0,9.40%,14.60%,0.18,0.306,0.276,0.346,0.456,0.349,117,3.8,11.3,14,3.8,1818
2013,Jhonny Peralta,Tigers,107,448,11,50,55,3,7.80%,21.90%,0.154,0.374,0.303,0.358,0.457,0.356,124,-0.6,11.8,8.3,3.8,1738
1992,Mike Bordick,Athletics,154,572,3,62,48,12,7.00%,10.30%,0.071,0.331,0.3,0.358,0.371,0.334,113,-0.1,8.4,8.6,3.8,129
2011,Erick Aybar,Angels,143,605,10,71,59,30,5.10%,11.20%,0.142,0.301,0.279,0.322,0.421,0.325,107,2.9,7.6,8.3,3.8,4082
2001,Miguel Tejada,Athletics,162,683,31,107,113,11,6.30%,13.00%,0.209,0.267,0.267,0.326,0.476,0.34,109,0,8.1,6.4,3.7,941
2009,Erick Aybar,Angels,137,556,5,70,58,14,5.40%,9.70%,0.111,0.338,0.312,0.353,0.423,0.34,105,3.5,7,11.2,3.7,4082
2004,Julio Lugo,Devil Rays,157,655,7,83,75,21,8.20%,16.20%,0.12,0.321,0.275,0.338,0.396,0.323,93,5.6,-0.5,16.2,3.7,565
2012,Erick Aybar,Angels,141,554,8,67,45,20,4.00%,11.00%,0.126,0.316,0.29,0.324,0.416,0.321,107,3.8,8.3,8.6,3.7,4082
1994,Barry Larkin,Reds,110,501,9,78,52,26,12.80%,11.60%,0.141,0.301,0.279,0.369,0.419,0.349,109,4.3,10.2,10.9,3.7,335
1993,Cal Ripken,Orioles,162,718,24,87,90,1,9.10%,8.10%,0.162,0.25,0.257,0.329,0.42,0.324,95,-1.3,-5.9,19.8,3.7,1010978
1986,Dick Schofield,Angels,139,529,13,67,57,23,9.10%,10.40%,0.148,0.253,0.249,0.321,0.397,0.319,96,2.6,-0.1,18.3,3.7,1011602
2000,Derek Jeter,Yankees,148,679,15,119,73,22,10.00%,14.60%,0.142,0.386,0.339,0.416,0.481,0.395,133,2.7,33.3,-16.4,3.7,826
1992,Cal Ripken,Orioles,162,715,14,73,72,4,9.00%,7.00%,0.115,0.252,0.251,0.323,0.366,0.309,90,-0.5,-8.6,20.9,3.7,1010978
2011,Asdrubal Cabrera,Indians,151,667,25,87,92,17,6.60%,17.80%,0.187,0.302,0.273,0.332,0.46,0.344,119,2.4,17,-4.2,3.6,4962
2007,Derek Jeter,Yankees,156,714,12,102,73,15,7.80%,14.00%,0.13,0.367,0.322,0.388,0.452,0.371,125,0.9,23.7,-11.2,3.6,826
2004,Cesar Izturis,Dodgers,159,728,4,90,62,25,5.90%,9.60%,0.093,0.316,0.288,0.33,0.381,0.312,88,3.3,-8.3,21.1,3.6,656
2011,Jimmy Rollins,Phillies,142,631,16,87,63,30,9.20%,9.40%,0.131,0.275,0.268,0.338,0.399,0.325,103,3.2,5.1,9.6,3.6,971
1990,Walt Weiss,Athletics,138,505,2,50,35,9,9.10%,10.50%,0.056,0.294,0.265,0.337,0.321,0.301,91,0.4,-4.8,24.1,3.6,1013748
2006,Edgar Renteria,Braves,149,673,14,100,70,17,9.20%,13.20%,0.144,0.324,0.293,0.361,0.436,0.349,108,0.8,7.7,7.2,3.6,1178
1987,Ozzie Guillen,White Sox,149,604,2,64,51,25,3.60%,8.60%,0.075,0.3,0.279,0.303,0.354,0.288,72,1.3,-20.4,36,3.6,1005125
1994,Jay Bell,Pirates,110,487,9,68,45,2,10.10%,16.80%,0.165,0.321,0.276,0.353,0.441,0.349,107,0.4,4.8,15.8,3.6,48
1989,Tony Fernandez,Blue Jays,140,617,11,64,64,22,4.70%,8.30%,0.133,0.261,0.257,0.291,0.389,0.303,88,1.9,-6.6,20.7,3.6,1004002
2013,Yunel Escobar,Rays,153,578,9,61,56,4,9.90%,12.60%,0.11,0.281,0.256,0.332,0.366,0.311,98,-2.3,-3.4,17.5,3.6,4191
1993,Alan Trammell,Tigers,112,447,12,72,60,12,8.50%,8.50%,0.167,0.34,0.329,0.388,0.496,0.39,137,-0.8,19.6,1.6,3.6,1013157
1996,Edgar Renteria,Marlins,106,471,5,68,31,16,7.00%,14.40%,0.09,0.355,0.309,0.358,0.399,0.338,106,2.2,5.6,16.7,3.5,1178
1993,Barry Larkin,Reds,100,440,8,57,51,14,11.60%,7.50%,0.13,0.327,0.315,0.394,0.445,0.372,126,2.5,16.5,3.2,3.5,335
2000,Miguel Tejada,Athletics,160,681,30,105,115,6,9.70%,15.00%,0.204,0.287,0.275,0.349,0.479,0.356,109,1.3,9.6,4.2,3.5,941
2014,Jose Reyes,Blue Jays,143,655,9,94,51,30,5.80%,11.10%,0.111,0.312,0.287,0.328,0.398,0.321,104,8.3,11.1,-0.1,3.5,1736
1987,Greg Gagne,Twins,137,479,10,68,40,6,5.20%,17.50%,0.165,0.307,0.265,0.31,0.43,0.322,90,-1.5,-7.4,26.5,3.5,1004427
2011,Yunel Escobar,Blue Jays,133,590,11,77,48,3,10.30%,11.90%,0.123,0.316,0.29,0.369,0.413,0.348,116,-2.9,8.1,6.1,3.5,4191
2017,Tim Beckham,- - -,137,575,22,67,62,6,6.30%,29.00%,0.176,0.365,0.278,0.328,0.454,0.334,109,0.6,6.8,8.7,3.5,7949
2010,Cliff Pennington,Athletics,156,576,6,64,46,29,8.70%,16.70%,0.118,0.296,0.25,0.319,0.368,0.308,91,7.6,1.5,12.7,3.5,3395
2005,Orlando Cabrera,Angels,141,587,8,70,57,21,6.50%,8.50%,0.107,0.271,0.257,0.309,0.365,0.295,80,3.8,-10.8,26,3.5,766
2004,Juan Uribe,White Sox,134,553,23,82,74,9,5.80%,17.40%,0.223,0.307,0.283,0.327,0.506,0.352,110,-3,3.8,13.2,3.5,454
1987,Cal Ripken,Orioles,162,717,27,97,98,3,11.30%,10.70%,0.184,0.245,0.252,0.333,0.436,0.336,104,-1.8,2.2,8.8,3.5,1010978
2002,Jose Valentin,White Sox,135,527,25,70,75,3,8.20%,18.80%,0.23,0.262,0.249,0.311,0.479,0.337,102,0.6,2.1,14.8,3.5,256
1998,Mike Bordick,Orioles,151,533,13,59,51,6,7.30%,12.20%,0.151,0.276,0.26,0.328,0.411,0.327,96,-1.8,-4.9,21.6,3.5,129
1989,Greg Gagne,Twins,149,491,9,69,48,11,3.50%,16.30%,0.152,0.309,0.272,0.298,0.424,0.321,97,0.5,-1.1,18.1,3.5,1004427
2015,Carlos Correa,Astros,99,432,22,52,68,14,9.30%,18.10%,0.233,0.296,0.279,0.345,0.512,0.365,136,2,20.1,-1.6,3.5,14162
2013,Jean Segura,Brewers,146,623,12,74,49,44,4.00%,13.50%,0.129,0.326,0.294,0.329,0.423,0.329,105,5.1,8.3,5.3,3.5,5933
2013,Jed Lowrie,Athletics,154,662,15,80,75,1,7.60%,13.70%,0.156,0.319,0.29,0.344,0.446,0.345,120,-1.8,13.6,-3.3,3.5,4418
1997,Barry Larkin,Reds,73,276,4,34,20,14,17.00%,8.70%,0.156,0.34,0.317,0.44,0.473,0.402,143,1.5,16.5,9.9,3.5,335
2005,Bill Hall,Brewers,146,546,17,69,62,18,7.10%,18.90%,0.204,0.336,0.291,0.342,0.495,0.358,116,2.4,13.3,3.3,3.4,1605
1991,Mike Gallego,Athletics,159,567,12,67,49,6,11.80%,14.80%,0.122,0.275,0.247,0.343,0.369,0.326,105,-2.4,1.1,14.2,3.4,1004458
1998,Omar Vizquel,Indians,151,660,2,86,50,37,9.40%,9.70%,0.083,0.318,0.288,0.358,0.372,0.329,92,2.2,-5,17.1,3.4,411
1998,Jay Bell,Diamondbacks,155,645,20,79,67,3,12.60%,20.00%,0.18,0.293,0.251,0.353,0.432,0.346,106,-1.6,3,11.4,3.4,48
1991,Travis Fryman,Tigers,149,612,21,65,91,12,6.50%,24.30%,0.189,0.313,0.259,0.309,0.447,0.335,106,0.4,4.6,8.5,3.4,385
1988,Jody Reed,Red Sox,109,400,1,60,28,1,11.30%,5.30%,0.083,0.308,0.293,0.38,0.376,0.347,114,-1.3,5.3,13.8,3.4,1010771
2013,Stephen Drew,Red Sox,124,501,13,57,67,6,10.80%,24.80%,0.19,0.32,0.253,0.333,0.443,0.337,108,-0.5,4.1,10.9,3.4,4251
1992,Omar Vizquel,Mariners,136,527,0,49,21,15,6.10%,7.20%,0.058,0.318,0.294,0.34,0.352,0.318,96,-2.1,-4.5,20.1,3.4,411
2014,Hanley Ramirez,Dodgers,128,512,13,64,71,14,10.90%,16.40%,0.165,0.323,0.283,0.369,0.448,0.362,136,0.7,21.6,-6.1,3.4,8001
1992,Pat Listach,Brewers,149,649,1,93,47,54,8.50%,19.10%,0.059,0.366,0.29,0.352,0.349,0.324,101,3.7,4.6,5.9,3.4,1007655
2006,Michael Young,Rangers,162,748,14,93,103,7,6.40%,12.80%,0.145,0.345,0.314,0.356,0.459,0.352,107,-3.9,2.6,6.3,3.4,1286
2003,Miguel Tejada,Athletics,162,703,27,98,106,10,7.50%,9.20%,0.193,0.272,0.278,0.336,0.472,0.344,109,4.9,13.2,-3.3,3.4,941
2008,Derek Jeter,Yankees,150,668,11,88,69,11,7.80%,12.70%,0.107,0.333,0.3,0.363,0.408,0.344,109,-2.4,4.6,6.1,3.3,826
2006,Omar Vizquel,Giants,153,659,4,88,58,24,8.50%,7.70%,0.093,0.316,0.295,0.361,0.389,0.331,95,0.7,-3.5,16.1,3.3,411
2007,Jason Bartlett,Twins,140,570,5,75,43,23,8.80%,12.80%,0.096,0.3,0.265,0.339,0.361,0.313,88,8,-0.3,14.8,3.3,8219
2000,Rafael Furcal,Braves,131,542,4,87,37,40,13.50%,14.80%,0.088,0.349,0.295,0.394,0.382,0.355,107,1.6,6.5,10.7,3.3,88
2013,J.J. Hardy,Orioles,159,644,25,66,76,2,5.90%,11.30%,0.17,0.263,0.263,0.306,0.433,0.322,99,-3.2,-3.8,13.3,3.3,3797
2008,Jhonny Peralta,Indians,154,664,23,104,89,3,7.20%,19.00%,0.197,0.312,0.276,0.331,0.473,0.347,112,-4.8,4.8,5.7,3.3,1738
2002,Omar Vizquel,Indians,151,663,14,85,72,18,8.40%,9.70%,0.143,0.284,0.275,0.341,0.418,0.331,102,5.2,6.8,3.7,3.3,411
2014,J.J. Hardy,Orioles,141,569,9,56,52,0,5.10%,18.30%,0.104,0.317,0.268,0.309,0.372,0.303,90,-2.5,-8.6,20.4,3.3,3797
2001,Jose Valentin,White Sox,124,502,28,74,68,9,10.00%,22.70%,0.251,0.284,0.258,0.336,0.509,0.358,118,-0.8,10.5,5.7,3.3,256
2008,Orlando Cabrera,White Sox,161,730,8,93,57,19,7.70%,9.70%,0.089,0.301,0.281,0.334,0.371,0.314,85,-0.3,-14.2,22.1,3.3,766
1989,Barry Larkin,Reds,97,357,4,47,36,10,5.60%,6.40%,0.105,0.35,0.342,0.375,0.446,0.362,129,-0.1,11.3,8.3,3.3,335
2007,Carlos Guillen,Tigers,151,630,21,86,102,13,8.70%,14.80%,0.206,0.319,0.296,0.357,0.502,0.364,120,0.7,16.3,-4.6,3.3,1079
2014,Danny Santana,Twins,101,430,7,70,40,20,4.40%,22.80%,0.153,0.405,0.319,0.353,0.472,0.362,132,5,20.1,-4.3,3.2,10322
2009,Elvis Andrus,Rangers,145,541,6,72,40,33,7.40%,14.20%,0.106,0.305,0.267,0.329,0.373,0.313,81,8.7,-4.4,18.3,3.2,8709
2004,Omar Vizquel,Indians,148,651,7,82,59,19,8.80%,9.50%,0.097,0.313,0.291,0.353,0.388,0.329,99,6.2,5.3,5.6,3.2,411
1996,Omar Vizquel,Indians,151,623,9,98,64,35,9.00%,6.70%,0.12,0.304,0.297,0.362,0.417,0.346,98,2.8,1.4,9.1,3.2,411
1985,Alan Trammell,Tigers,149,678,13,79,57,14,7.40%,10.50%,0.122,0.27,0.258,0.312,0.38,0.307,91,0.6,-7,16.2,3.2,1013157
2009,Maicer Izturis,Angels,114,437,8,74,65,13,8.00%,9.40%,0.134,0.313,0.3,0.359,0.434,0.347,109,3.6,8.7,8.3,3.2,2437
2014,Alexei Ramirez,White Sox,158,657,15,82,74,21,3.70%,12.30%,0.135,0.292,0.273,0.305,0.408,0.314,100,1.4,1.3,6.4,3.2,5133
2017,Xander Bogaerts,Red Sox,148,635,10,94,62,15,8.80%,18.30%,0.13,0.327,0.273,0.343,0.403,0.321,96,8.3,4.8,5.1,3.2,12161
2014,Alcides Escobar,Royals,162,620,3,74,50,31,3.70%,13.40%,0.092,0.326,0.285,0.317,0.377,0.307,93,4.8,-0.1,9,3.2,6310
2004,Khalil Greene,Padres,139,554,15,67,65,4,9.60%,17.00%,0.174,0.305,0.273,0.349,0.446,0.339,110,2.7,9.6,4.2,3.2,1826
2013,Alexei Ramirez,White Sox,158,674,6,68,48,30,3.90%,10.10%,0.096,0.309,0.284,0.313,0.38,0.304,88,3.4,-5.7,12.7,3.2,5133
2015,Andrelton Simmons,Braves,147,583,4,60,44,5,6.70%,8.20%,0.073,0.285,0.265,0.321,0.338,0.29,81,0.6,-12.4,23.9,3.2,10847
2015,Adeiny Hechavarria,Marlins,130,499,5,54,48,7,4.60%,15.60%,0.094,0.325,0.281,0.315,0.374,0.298,89,-0.9,-7.5,21.6,3.1,10459
2006,Jason Bartlett,Twins,99,372,2,44,32,10,5.90%,12.40%,0.084,0.348,0.309,0.367,0.393,0.336,102,2.4,3.5,16.1,3.1,8219
2001,Orlando Cabrera,Expos,162,684,14,64,96,19,6.30%,7.90%,0.152,0.281,0.276,0.324,0.428,0.322,87,0.7,-10.9,20.2,3.1,766
1989,Jody Reed,Red Sox,146,619,3,76,40,4,11.80%,7.10%,0.105,0.307,0.288,0.376,0.393,0.353,118,-1.4,11.1,-3.1,3.1,1010771
1990,Ozzie Smith,Cardinals,143,592,1,61,50,32,10.30%,5.60%,0.051,0.264,0.254,0.33,0.305,0.293,78,3.8,-11.5,21.4,3.1,1012186
2015,Didi Gregorius,Yankees,155,578,9,57,56,5,5.70%,14.70%,0.105,0.297,0.265,0.318,0.37,0.303,89,3.5,-3.7,14.2,3.1,6012
1987,Julio Franco,Indians,128,560,8,86,52,32,10.20%,10.00%,0.109,0.344,0.319,0.389,0.428,0.362,120,2.3,16.3,-3.8,3.1,87
2016,Jonathan Villar,Brewers,156,679,19,92,63,62,11.60%,25.60%,0.171,0.373,0.285,0.369,0.457,0.356,119,3.2,19,-10.4,3.1,10071
2012,Starlin Castro,Cubs,162,691,14,78,78,25,5.20%,14.50%,0.147,0.315,0.283,0.323,0.43,0.323,100,-0.9,-1.3,9.2,3.1,4579
1993,Tony Fernandez,- - -,142,594,5,65,64,21,9.40%,7.60%,0.114,0.296,0.279,0.348,0.394,0.332,100,0.2,0.4,10.6,3.1,1004002
2016,Andrelton Simmons,Angels,124,483,4,48,44,10,5.80%,7.90%,0.085,0.298,0.281,0.324,0.366,0.302,90,-1.5,-7.3,20.8,3.1,10847
2017,Trea Turner,Nationals,98,447,11,75,45,46,6.70%,17.90%,0.167,0.329,0.284,0.338,0.451,0.338,105,7.9,10.9,5.2,3,16252
2009,Rafael Furcal,Dodgers,150,680,9,92,47,12,9.00%,13.10%,0.106,0.302,0.269,0.335,0.375,0.317,93,2.5,-3.7,12.2,3,88
2008,Ryan Theriot,Cubs,149,661,1,85,38,22,11.00%,8.80%,0.052,0.339,0.307,0.387,0.359,0.341,99,1.3,0.5,8.4,3,3811
1999,Rey Ordonez,Mets,154,588,1,49,60,8,8.30%,10.00%,0.06,0.285,0.258,0.319,0.317,0.282,62,-0.2,-30.7,41.1,3,889
2013,Everth Cabrera,Padres,95,435,4,54,31,37,9.40%,15.90%,0.097,0.337,0.283,0.355,0.381,0.329,113,5.5,11.8,3.2,3,8155
2016,Asdrubal Cabrera,Mets,141,568,23,65,62,5,6.70%,18.10%,0.194,0.31,0.28,0.336,0.474,0.345,119,-3.7,9.4,1.8,3,4962
2017,Paul DeJong,Cardinals,108,443,25,55,65,1,4.70%,28.00%,0.247,0.349,0.285,0.325,0.532,0.359,122,-2.4,10.2,5.4,3,18015
2008,Marco Scutaro,Blue Jays,145,592,7,76,60,7,9.60%,11.00%,0.089,0.29,0.267,0.341,0.356,0.315,89,-0.5,-8.4,17.9,3,1555
1989,Alan Trammell,Tigers,121,506,5,54,43,10,8.90%,8.90%,0.091,0.257,0.243,0.314,0.334,0.298,86,1,-7,19,3,1013157
2011,Emilio Bonifacio,Marlins,152,641,5,78,36,40,9.20%,20.10%,0.097,0.372,0.296,0.36,0.393,0.335,109,6.9,13.4,-5.3,3,4054
1990,Howard Johnson,Mets,154,668,23,89,90,34,10.30%,15.00%,0.19,0.254,0.244,0.319,0.434,0.329,106,3.4,8.4,-3.7,3,1006462
2010,Alex Gonzalez,- - -,157,640,23,74,88,1,4.80%,18.40%,0.197,0.275,0.25,0.294,0.447,0.321,96,-2.3,-5.1,12.5,2.9,520
2009,Asdrubal Cabrera,Indians,131,581,6,81,68,17,7.60%,15.30%,0.13,0.36,0.308,0.361,0.438,0.351,112,3.2,11.8,-2.5,2.9,4962
1997,Royce Clayton,Cardinals,154,619,9,75,61,30,5.30%,17.60%,0.132,0.311,0.266,0.306,0.398,0.307,81,1.7,-13.3,22.9,2.9,226
2014,Brandon Crawford,Giants,153,564,10,54,69,5,10.50%,22.90%,0.143,0.307,0.246,0.324,0.389,0.309,101,2,2.3,7.5,2.9,5343
2015,Addison Russell,Cubs,142,523,13,60,54,4,8.00%,28.50%,0.147,0.324,0.242,0.307,0.389,0.304,90,0.4,-6,17.1,2.9,14106
2017,Jean Segura,Mariners,125,566,11,80,45,22,6.00%,14.70%,0.128,0.339,0.3,0.349,0.427,0.334,111,-0.5,7.4,2.3,2.9,5933
1993,Andujar Cedeno,Astros,149,569,11,69,56,9,8.40%,17.00%,0.129,0.328,0.283,0.346,0.412,0.333,106,-1,3.3,5.6,2.9,1002099
1992,Manuel Lee,Blue Jays,128,457,3,49,39,6,10.90%,16.00%,0.053,0.313,0.263,0.343,0.316,0.309,89,0.3,-5.4,18.7,2.9,1007460
1988,Howard Johnson,Mets,148,594,24,85,68,23,14.50%,17.50%,0.192,0.24,0.23,0.343,0.422,0.33,118,1.5,13.2,-5.5,2.9,1006462
2016,Trevor Story,Rockies,97,415,27,67,72,8,8.40%,31.30%,0.296,0.343,0.272,0.341,0.567,0.38,122,2,13.3,1.6,2.9,12564
2016,Troy Tulowitzki,Blue Jays,131,544,24,54,79,1,7.90%,18.60%,0.189,0.272,0.254,0.318,0.443,0.327,103,-2.7,-0.8,10.4,2.9,3531
1999,Rey Sanchez,Royals,134,518,2,66,56,11,4.20%,9.30%,0.075,0.322,0.294,0.329,0.37,0.31,74,-0.1,-18.3,29,2.9,213
2001,Shane Halter,Tigers,136,507,12,53,65,3,7.30%,19.70%,0.182,0.337,0.284,0.344,0.467,0.346,115,-0.7,8.7,3,2.9,468
2013,Elvis Andrus,Rangers,156,698,4,91,67,42,7.40%,13.90%,0.06,0.312,0.271,0.328,0.331,0.296,78,10.6,-6.7,10.1,2.8,8709
1988,Walt Weiss,Athletics,147,511,3,44,39,4,6.80%,11.00%,0.071,0.275,0.25,0.312,0.321,0.29,85,-1.1,-9.9,20.7,2.8,1013748
1998,Walt Weiss,Braves,96,424,0,64,27,7,13.90%,12.50%,0.063,0.327,0.28,0.386,0.343,0.338,103,0.9,2.7,12.9,2.8,1013748
1988,Ozzie Guillen,White Sox,156,606,0,58,39,25,4.10%,6.60%,0.053,0.28,0.261,0.294,0.314,0.274,69,-0.4,-22.1,30.4,2.8,1005125
2009,Juan Uribe,Giants,122,432,16,50,55,3,5.80%,19.00%,0.206,0.325,0.289,0.329,0.495,0.352,115,0.7,8.6,5.8,2.8,454
2011,Brendan Ryan,Mariners,123,494,3,51,39,13,6.90%,17.60%,0.078,0.299,0.248,0.313,0.326,0.289,84,3.9,-5.3,16,2.8,6073
1993,Greg Gagne,Royals,159,581,10,66,57,10,5.70%,16.00%,0.126,0.32,0.28,0.319,0.406,0.321,92,-2.9,-8.5,18.2,2.8,1004427
2008,Cristian Guzman,Nationals,138,612,9,77,55,6,3.80%,9.30%,0.124,0.337,0.316,0.345,0.44,0.344,106,-1.6,2.9,5.5,2.8,728
1988,Kurt Stillwell,Royals,128,518,10,63,53,6,9.10%,14.70%,0.148,0.279,0.251,0.322,0.399,0.325,103,-1.1,0.8,8.5,2.8,1012536
2014,Starlin Castro,Cubs,134,569,14,58,65,4,6.20%,17.60%,0.146,0.337,0.292,0.339,0.438,0.341,117,-4.7,6.4,2.4,2.8,4579
1996,John Valentin,Red Sox,131,606,13,84,59,9,10.40%,9.70%,0.14,0.31,0.296,0.374,0.436,0.36,106,-2.9,2.4,4.4,2.8,1375
2008,Yunel Escobar,Braves,136,587,10,71,60,2,10.10%,10.60%,0.113,0.311,0.288,0.366,0.401,0.341,106,-4.2,0.2,8.8,2.8,4191
1987,Jose Uribe,Giants,95,340,5,44,30,12,7.10%,10.30%,0.133,0.315,0.291,0.343,0.424,0.327,103,1.4,2.6,13.9,2.8,1013300
1990,Jody Reed,Red Sox,155,691,5,70,51,4,10.90%,9.40%,0.1,0.316,0.289,0.371,0.39,0.346,112,-1.1,8.1,-3.6,2.8,1010771
2010,Juan Uribe,Giants,148,575,24,64,85,1,7.80%,16.00%,0.192,0.256,0.248,0.31,0.44,0.324,102,-3.5,-2,11,2.8,454
2011,Starlin Castro,Cubs,158,715,10,91,66,22,4.90%,13.40%,0.125,0.344,0.307,0.341,0.432,0.338,109,-2.7,4.3,-0.3,2.8,4579
2004,Rafael Furcal,Braves,143,632,14,103,59,29,9.20%,11.20%,0.135,0.296,0.279,0.344,0.414,0.33,97,9.2,6.7,0.5,2.8,88
1999,Royce Clayton,Rangers,133,520,14,69,52,8,7.50%,19.20%,0.157,0.339,0.288,0.346,0.445,0.347,98,-1.1,-2.3,13.1,2.8,226
2007,Khalil Greene,Padres,153,659,27,89,97,4,4.90%,19.40%,0.214,0.274,0.254,0.291,0.468,0.321,98,2.3,0.2,6.4,2.8,1826
1999,Miguel Tejada,Athletics,159,674,21,93,84,8,8.50%,13.90%,0.175,0.265,0.251,0.325,0.427,0.328,92,-1.6,-9.2,14.4,2.8,941
2011,Clint Barmes,Astros,123,495,12,47,39,3,7.70%,17.80%,0.141,0.279,0.244,0.312,0.386,0.309,93,0.4,-3.4,14.2,2.8,1830
2003,Julio Lugo,- - -,139,556,15,64,55,12,7.90%,18.00%,0.139,0.311,0.271,0.333,0.41,0.326,97,3.1,1,7.8,2.7,565
2004,Michael Young,Rangers,160,739,22,114,99,12,6.00%,12.00%,0.17,0.333,0.313,0.353,0.483,0.359,110,5.3,14.6,-11.6,2.7,1286
2016,Aledmys Diaz,Cardinals,111,460,17,71,65,4,8.90%,13.00%,0.21,0.312,0.3,0.369,0.51,0.37,133,-2.9,15.6,-3.6,2.7,15937
2003,Alex Gonzalez,Marlins,150,582,18,52,77,0,5.70%,18.20%,0.188,0.286,0.256,0.313,0.443,0.318,93,0.1,-5.2,13.7,2.7,520
2011,Marco Scutaro,Red Sox,113,445,7,59,54,4,8.50%,8.10%,0.124,0.312,0.299,0.358,0.423,0.344,112,-0.6,5.5,5.8,2.7,1555
1986,Julio Franco,Indians,149,636,10,80,74,10,5.00%,10.40%,0.117,0.328,0.306,0.338,0.422,0.337,105,-0.9,2.8,2.1,2.7,87
1993,Mike Lansing,Expos,141,555,3,64,45,23,8.30%,10.10%,0.081,0.317,0.287,0.352,0.369,0.327,98,2.7,1.3,6,2.7,1007334
2003,Angel Berroa,Royals,158,635,17,92,73,21,4.60%,15.70%,0.164,0.319,0.287,0.338,0.451,0.34,101,2.7,3.3,2.1,2.7,591
2009,Brendan Ryan,Cardinals,129,429,3,55,37,14,5.60%,13.10%,0.108,0.332,0.292,0.34,0.4,0.325,98,1.4,0.2,12.8,2.7,6073
1997,Omar Vizquel,Indians,153,642,5,89,49,43,8.90%,9.00%,0.088,0.304,0.28,0.347,0.368,0.323,89,3.5,-5.4,10.1,2.7,411
2008,Jerry Hairston,Reds,80,297,6,47,36,15,7.70%,12.10%,0.161,0.357,0.326,0.384,0.487,0.381,128,3.6,14.1,3.1,2.7,144
2006,Orlando Cabrera,Angels,153,675,9,95,72,27,7.60%,8.60%,0.122,0.294,0.282,0.335,0.404,0.322,92,6.5,-0.4,4.6,2.7,766
2016,Didi Gregorius,Yankees,153,597,20,68,70,7,3.20%,13.70%,0.171,0.29,0.276,0.304,0.447,0.319,98,3.6,1.9,3.8,2.7,6012
2002,Rafael Furcal,Braves,154,693,8,95,47,27,6.20%,16.50%,0.112,0.324,0.275,0.323,0.387,0.313,88,2.8,-7.3,11.3,2.7,88
2004,Bobby Crosby,Athletics,151,623,22,70,64,7,9.30%,22.60%,0.187,0.278,0.239,0.319,0.426,0.324,93,-0.6,-5.9,11.8,2.6,1818
2012,Derek Jeter,Yankees,159,740,15,99,58,9,6.10%,12.20%,0.113,0.347,0.316,0.362,0.429,0.347,117,-3.3,11.4,-10.6,2.6,826
2016,Eduardo Nunez,- - -,141,595,16,73,67,40,4.90%,14.80%,0.145,0.314,0.288,0.325,0.432,0.324,101,2.8,3.4,2.6,2.6,6848
2008,Nick Punto,Twins,99,377,2,43,28,15,8.50%,15.10%,0.098,0.335,0.284,0.344,0.382,0.323,96,2.4,0.4,13.1,2.6,1429
2012,Asdrubal Cabrera,Indians,143,616,16,70,68,9,8.40%,16.10%,0.153,0.303,0.27,0.338,0.423,0.332,112,-1.6,7,-2.3,2.6,4962
2012,Hanley Ramirez,- - -,157,667,24,79,92,21,8.10%,19.80%,0.18,0.29,0.257,0.322,0.437,0.328,107,0.3,6.1,-1.7,2.6,8001
2001,Carlos Guillen,Mariners,140,523,5,72,53,4,10.10%,17.00%,0.096,0.307,0.259,0.333,0.355,0.307,89,0.3,-7.2,15.7,2.6,1079
1991,Spike Owen,Expos,139,475,3,39,26,2,8.80%,12.80%,0.111,0.288,0.255,0.321,0.366,0.302,90,-2,-7.4,17.6,2.6,1009924
2000,Damian Jackson,Padres,138,541,6,68,37,28,11.50%,20.00%,0.121,0.318,0.255,0.345,0.377,0.324,93,2.9,-2.4,11.7,2.6,471
1993,Ozzie Smith,Cardinals,141,603,1,75,53,21,7.10%,3.00%,0.068,0.293,0.288,0.337,0.356,0.313,90,1,-6.5,11,2.6,1012186
2001,Rey Sanchez,- - -,149,579,0,56,37,11,2.60%,8.50%,0.055,0.306,0.281,0.3,0.336,0.279,61,1.7,-27.4,33.4,2.6,213
2009,Jimmy Rollins,Phillies,155,725,21,100,77,31,6.10%,9.70%,0.173,0.251,0.25,0.296,0.423,0.312,85,4.2,-9,11.5,2.6,971
1995,Gary DiSarcina,Angels,99,394,5,61,41,7,5.10%,6.30%,0.152,0.316,0.307,0.344,0.459,0.351,106,-0.4,2.5,10.3,2.6,1003322
1992,Jeff Blauser,Braves,123,403,14,61,46,5,11.40%,20.30%,0.195,0.304,0.262,0.354,0.458,0.365,129,-1,11.8,-1.2,2.5,1001062
2007,Jack Wilson,Pirates,135,535,12,67,56,2,7.10%,8.60%,0.145,0.303,0.296,0.35,0.44,0.34,102,0.9,2.2,6.2,2.5,1017
2002,Alex Cora,Dodgers,115,293,5,37,28,7,8.90%,13.00%,0.143,0.326,0.291,0.371,0.434,0.352,119,2.9,10.1,5.8,2.5,1386
2006,Aaron Hill,Blue Jays,155,606,6,70,50,5,6.90%,10.90%,0.095,0.319,0.291,0.349,0.386,0.323,90,3.9,-3.8,9.1,2.5,6104
2000,Barry Larkin,Reds,102,447,11,71,41,14,10.70%,6.90%,0.174,0.319,0.313,0.389,0.487,0.384,122,0.1,13.4,-0.8,2.5,335
